date;Industrial Production: Total Index;Industrial Production: Manufacturing;Industrial Production: Mining: Mining;Industrial Production: Utilities: Electric and Gas Utilities;Capacity Utilization: Total Index;Capacity Utilization: Manufacturing;Capacity Utilization: Mining;Capacity Utilization: Utilities: Electric and Gas Utilities
1993-10-01;65,8702;66,1318;84,6524;76,8511;81,8692;80,8363;86,8241;87,9758
1993-11-01;66,1779;66,4507;84,621;77,3537;82,0917;81,0577;86,7307;88,4308
1993-12-01;66,5602;66,8597;84,9234;77,668;82,3931;81,3748;86,9745;88,6596
1994-01-01;66,7722;66,9277;84,0188;79,944;82,4707;81,2636;85,9798;91,1161
1994-02-01;66,8068;67,0194;84,6148;79,1436;82,3162;81,1664;86,5216;90,0634
1994-03-01;67,4832;67,903;85,7311;77,8459;82,9362;82,0105;87,5947;88,4332
1994-04-01;67,8771;68,4929;85,0143;77,1061;83,194;82,4819;86,7984;87,4366
1994-05-01;68,1961;68,8951;85,2874;76,7704;83,3452;82,71;87,0199;86,8904
1994-06-01;68,6526;69,1054;85,1728;80,0648;83,6506;82,6927;86,856;90,4416
1994-07-01;68,7353;69,3533;85,1601;78,6419;83,4915;82,7105;86,8091;88,651
1994-08-01;69,1954;69,9627;85,1225;78,0967;83,7838;83,1498;86,7544;87,8489
1994-09-01;69,4017;70,239;84,7062;78,0335;83,7623;83,1837;86,3349;87,5902
1994-10-01;69,969;70,9028;84,4475;78,3084;84,1694;83,6669;86,0981;87,7066
1994-11-01;70,4367;71,4807;85,1122;77,7844;84,4489;84,0372;86,8269;86,9317
1994-12-01;71,1413;72,2615;86,0758;77,875;85,0057;84,6366;87,8845;86,8446
1995-01-01;71,2762;72,3797;85,6728;78,4938;84,8791;84,4551;87,5696;87,3479
1995-02-01;71,1904;72,2139;85,4617;79,2099;84,4876;83,937;87,4728;87,9711
1995-03-01;71,2891;72,3992;84,2967;79,1531;84,3121;83,8226;86,4161;87,7328
1995-04-01;71,1623;72,1511;84,6549;79,9003;83,869;83,2033;86,9357;88,3934
1995-05-01;71,5044;72,4221;84,8852;81,0993;83,9723;83,1745;87,3377;89,5557
1995-06-01;71,743;72,7673;84,8049;80,5609;83,9443;83,2176;87,4299;88,81
1995-07-01;71,4459;72,2756;85,4232;81,5651;83,2835;82,2956;88,2475;89,7725
1995-08-01;72,38;73,1091;84,3207;84,8146;84,0464;82,8686;87,2862;93,2093
1995-09-01;72,6601;73,7521;85,4079;81,3084;84,0356;83,2066;88,5862;89,232
1995-10-01;72,5428;73,6638;84,2952;81,3942;83,5543;82,7046;87,5956;89,2044
1995-11-01;72,7178;73,7177;85,1588;82,421;83,4004;82,3518;88,6462;90,2124
1995-12-01;72,9672;73,9635;84,9256;83,0573;83,3221;82,2036;88,5416;90,7894
1996-01-01;72,5866;73,5015;83,6361;83,8237;82,5181;81,2627;87,3186;91,5073
1996-02-01;73,6389;74,5758;84,9314;84,9065;83,3398;82,0106;88,7752;92,6511
1996-03-01;73,5202;74,392;86,0137;84,668;82,8259;81,3651;89,9934;92,3498
1996-04-01;74,2664;75,3173;86,5406;84,1025;83,2807;81,9271;90,6146;91,6896
1996-05-01;74,8145;75,906;86,2204;84,9836;83,5058;82,1154;90,331;92,6018
1996-06-01;75,3779;76,6181;87,5596;83,8547;83,7438;82,4336;91,7695;91,3187
1996-07-01;75,3754;76,9443;87,1492;80,9676;83,3555;82,339;91,3579;88,1183
1996-08-01;75,7568;77,288;87,2694;82,0069;83,3919;82,2645;91,4884;89,188
1996-09-01;76,2304;77,8833;87,4653;81,6637;83,5254;82,4546;91,6852;88,7519
1996-10-01;76,2193;77,8061;87,075;82,5103;83,1236;81,9299;91,2561;89,6089
1996-11-01;76,8941;78,4862;86,7643;83,9943;83,4621;82,1957;90,9011;91,1592
1996-12-01;77,3731;79,1546;86,898;83,0505;83,5793;82,4399;91,0028;90,0786
1997-01-01;77,5138;79,2653;86,6025;83,7947;83,3331;82,1063;90,6471;90,8342
1997-02-01;78,4246;80,3579;88,2403;82,8402;83,9;82,7727;92,3086;89,7574
1997-03-01;78,9266;81,1385;88,4556;81,0339;84,0169;83,102;92,4735;87,767
1997-04-01;78,9924;81,0695;87,7018;82,9198;83,6618;82,5525;91,6187;89,7835
1997-05-01;79,4411;81,6583;88,781;81,7923;83,6984;82,6577;92,6709;88,5461
1997-06-01;79,8048;82,1723;88,2435;81,4133;83,6264;82,6645;92,028;88,1288
1997-07-01;80,48;82,8058;88,241;83,1528;83,8625;82,7711;91,9356;90,0147
1997-08-01;81,2862;83,8159;88,2634;82,7896;84,2102;83,2261;91,8601;89,6329
1997-09-01;82,038;84,5815;88,9192;83,7399;84,4781;83,4117;92,4386;90,6798
1997-10-01;82,7657;85,3524;88,1017;85,2475;84,6988;83,5784;91,4814;92,3351
1997-11-01;83,4321;86,194;87,6095;85,1714;84,838;83,7931;90,8628;92,277
1997-12-01;83,7826;86,6291;88,0263;84,805;84,6461;83,6013;91,1879;91,9042
1998-01-01;84,1656;87,3012;90,4175;81,4295;84,4813;83,6309;93,5545;88,2671
1998-02-01;84,3048;87,4446;89,1776;82,3619;84,0729;83,1536;92,1794;89,2943
1998-03-01;84,3416;87,307;87,8513;84,8295;83,5673;82,4173;90,7263;91,9802
1998-04-01;84,6263;87,7007;88,4246;84,0353;83,3178;82,1958;91,2451;91,1223
1998-05-01;85,1839;88,1825;88,6521;85,7;83,3489;82,0714;91,4213;92,921
1998-06-01;84,6809;87,5361;86,7803;87,1053;82,3651;80,9245;89,4515;94,4264
1998-07-01;84,3448;87,1634;85,7528;87,3692;81,5837;80,0767;88,3745;94,6809
1998-08-01;86,0846;89,286;86,0828;86,8711;82,8278;81,5394;88,721;94,096
1998-09-01;85,9945;89,1746;83,423;88,3206;82,3242;80,9743;86,0115;95,6063
1998-10-01;86,5967;89,9493;84,2401;87,4154;82,4996;81,2309;86,912;94,5539
1998-11-01;86,5114;90,0681;84,5183;85,1912;82,0316;80,9059;87,2834;92,0645
1998-12-01;86,8608;90,5821;82,5337;85,3878;81,9904;80,95;85,3409;92,1813
1999-01-01;87,2277;90,8218;82,4637;87,3627;81,9774;80,7611;85,4003;94,2036
1999-02-01;87,7266;91,6081;81,8551;85,9389;82,0973;81,0673;84,9214;92,5499
1999-03-01;87,9203;91,6105;81,1953;88,524;81,9427;80,691;84,4087;95,2009
1999-04-01;88,1153;91,9268;80,9402;87,9088;81,8019;80,6048;84,3374;94,397
1999-05-01;88,6554;92,6568;80,945;87,1594;81,9895;80,8883;84,5554;93,4416
1999-06-01;88,5958;92,4388;81,2219;88,4167;81,6291;80,3507;85,0762;94,6274
1999-07-01;89,1235;92,8295;81,9802;90,3249;81,8177;80,3511;86,1191;96,4961
1999-08-01;89,5116;93,4094;82,0739;89,2166;81,8764;80,5116;86,4816;95,1328
1999-09-01;89,1361;93,0239;81,9941;88,6231;81,2413;79,8433;86,6673;94,3144
1999-10-01;90,2842;94,3891;82,8078;88,3382;81,9959;80,6769;87,8029;93,8186
1999-11-01;90,7631;95,0393;83,6964;87,0652;82,1417;80,8958;89,0213;92,2694
1999-12-01;91,4926;95,7186;84,3735;88,5705;82,5152;81,1389;90,0122;93,6574
2000-01-01;91,4251;95,7288;83,3306;88,4775;82,1714;80,8155;89,157;93,3456
2000-02-01;91,7357;95,9505;83,774;89,6307;82,1694;80,673;89,8681;94,339
2000-03-01;92,0933;96,5749;84,5897;87,1673;82,2095;80,8681;90,9597;91,5225
2000-04-01;92,6838;97,1948;83,5918;89,0331;82,4575;81,0578;90,0756;93,2475
2000-05-01;92,9376;97,1842;83,3449;92,3333;82,4056;80,722;89,9661;96,4543
2000-06-01;93,0076;97,3606;83,8592;90,9787;82,192;80,5438;90,6424;94,7858
2000-07-01;92,8458;97,446;83,8092;88,2798;81,7778;80,2944;90,6683;91,7231
2000-08-01;92,5972;96,8043;84,3775;90,8708;81,2898;79,45;91,3209;94,1509
2000-09-01;92,9653;97,2502;84,0189;91,3063;81,3435;79,5024;90,9289;94,3288
2000-10-01;92,6418;96,8887;84,5702;90,3968;80,7922;78,8975;91,4832;93,1094
2000-11-01;92,6618;96,6275;83,936;93,601;80,541;78,3798;90,7204;96,1083
2000-12-01;92,3459;96,0397;83,5089;95,7479;80,0006;77,6062;90,1524;97,9938
2001-01-01;91,8903;95,6472;83,7591;93,9381;79,3437;77,0005;90,2887;95,8171
2001-02-01;91,2915;95,0053;84,768;92,0634;78,571;76,2091;91,2228;93,5718
2001-03-01;91,0526;94,7702;84,8807;91,4078;78,1158;75,7582;91,1747;92,5606
2001-04-01;90,7293;94,3925;85,1421;90,9402;77,5972;75,2094;91,2731;91,7313
2001-05-01;90,2577;93,8788;85,2251;90,2058;76,9635;74,572;91,1771;90,6208
2001-06-01;89,7677;93,3259;84,347;90,4755;76,3285;73,9268;90,0594;90,5025
2001-07-01;89,226;92,8642;84,0507;88,9099;75,666;73,3791;89,5793;88,539
2001-08-01;89,1326;92,4639;84,0406;91,3102;75,3958;72,9001;89,4263;90,5051
2001-09-01;88,6679;92,1098;84,1124;89,3435;74,8236;72,4756;89,3912;88,1279
2001-10-01;88,3926;91,7126;83,6865;90,1671;74,4246;72,0344;88,8602;88,4977
2001-11-01;87,8774;91,3711;83,0485;88,1616;73,8377;71,6534;88,1393;86,0889
2001-12-01;87,8344;91,5432;82,1666;86,9904;73,6627;71,6912;87,194;84,5088
2002-01-01;88,4665;92,1634;81,527;88,9462;74,0676;72,0943;86,5386;85,9632
2002-02-01;88,4661;92,1519;81,1144;89,3879;73,9589;72,0171;86,1605;85,9468
2002-03-01;89,1228;92,7831;80,0427;91,8052;74,4162;72,4567;85,1109;87,8229
2002-04-01;89,5532;93,0527;80,1976;93,9805;74,7011;72,6281;85,3908;89,4578
2002-05-01;89,934;93,5305;80,9615;93,3917;74,9611;72,9734;86,3464;88,4691
2002-06-01;90,6769;94,4424;80,9512;93,4642;75,5385;73,6662;86,5012;88,1273
2002-07-01;90,6455;94,3431;80,4254;94,3808;75,4869;73,5774;86,1256;88,6037
2002-08-01;90,5475;94,4348;80,7852;92,3043;75,3938;73,6416;86,7184;86,3013
2002-09-01;90,6381;94,4965;79,1456;93,9924;75,4687;73,6851;85,1715;87,5446
2002-10-01;90,4041;94,2;77,754;95,149;75,2824;73,4516;83,8864;88,3052
2002-11-01;90,8985;94,6647;79,7602;94,8307;75,7125;73,8167;86,2639;87,715
2002-12-01;90,389;94,097;80,2221;93,8617;75,3132;73,3798;86,9668;86,5467
2003-01-01;91,1355;94,8483;80,422;95,2766;75,9649;73,9732;87,3728;87,5931
2003-02-01;91,2502;94,7436;80,5173;97,3344;76,0853;73,8949;87,6359;89,2326
2003-03-01;91,0059;94,8387;80,4038;93,9998;75,9063;73,9733;87,6463;85,9429
2003-04-01;90,4281;94,1162;80,18;94,1619;75,4518;73,4179;87,5132;85,8688
2003-05-01;90,4073;94,1641;79,6599;94,0591;75,4618;73,4673;87,0277;85,5564
2003-06-01;90,5218;94,5853;79,8164;91,551;75,5816;73,8103;87,253;83,0617
2003-07-01;90,9896;94,8944;79,4996;94,3373;75,9888;74,0636;86,9347;85,3683
2003-08-01;90,7858;94,4447;80,5796;94,8052;75,8306;73,7256;88,1264;85,5647
2003-09-01;91,3829;95,2474;81,0734;93,9324;76,3383;74,3676;88,6652;84,5492
2003-10-01;91,5005;95,3526;80,954;94,4528;76,4457;74,4694;88,5294;84,7864
2003-11-01;92,1265;96,1812;80,5297;94,6793;76,9771;75,138;88,0618;84,7583
2003-12-01;92,1722;96,1087;80,5103;95,8173;77,0234;75,104;88,0428;85,5454
2004-01-01;92,327;96,0333;81,1225;97,4612;77,1612;75,0684;88,7237;86,7809
2004-02-01;92,8873;96,7557;80,2527;98,3827;77,6396;75,6575;87,797;87,3748
2004-03-01;92,5325;96,7372;80,5057;94,4046;77,3544;75,6671;88,1132;83,6325
2004-04-01;92,9096;97,0784;80,2589;95,874;77,6821;75,9562;87,8976;84,7321
2004-05-01;93,5838;97,7609;79,9135;97,7881;78,257;76,507;87,5893;86,2312
2004-06-01;92,8621;97,1106;79,8208;95,5433;77,662;76,0064;87,5738;84,0789
2004-07-01;93,5511;97,9718;81,2262;94,0981;78,2429;76,6782;89,2192;82,6555
2004-08-01;93,6328;98,4278;80,5882;91,8572;78,3106;77,0196;88,6353;80,5574
2004-09-01;93,7418;98,4432;78,3054;95,701;78,3927;77,0002;86,2499;83,8093
2004-10-01;94,5671;99,3414;79,2318;95,924;79,0638;77,6542;87,4055;83,8992
2004-11-01;94,8;99,3393;80,919;96,2192;79,2285;77,5865;89,4102;84,0631
2004-12-01;95,5426;100,101;80,8826;97,9807;79,8082;78,0984;89,515;85,5158
2005-01-01;95,8831;100,7372;80,8077;96,4093;80,0413;78,4958;89,5761;84,067
2005-02-01;96,5616;101,5774;81,8547;95,2549;80,5413;79,0333;90,8785;82,9863
2005-03-01;96,4371;101,1089;81,6618;98,0957;80,3601;78,5379;90,7993;85,3869
2005-04-01;96,628;101,5283;81,8892;96,2676;80,4339;78,7219;91,1783;83,7241
2005-05-01;96,7306;101,8322;81,0391;96,1536;80,425;78,8058;90,3456;83,5502
2005-06-01;97,1488;102,0272;81,008;99,2727;80,6702;78,7974;90,4114;86,1772
2005-07-01;96,8383;101,6681;80,6833;99,3336;80,305;78,3584;90,1333;86,1391
2005-08-01;97,1603;102,2126;80,2971;99,0107;80,4617;78,6159;89,7693;85,7598
2005-09-01;95,2729;101,083;72,5501;100,2643;78,7883;77,5894;81,1524;86,7386
2005-10-01;96,4383;102,5411;74,2404;98,3255;79,6396;78,5529;83,0695;84,9518
2005-11-01;97,4951;103,4398;77,365;97,4479;80,398;79,0894;86,5716;84,0829
2005-12-01;97,9788;103,5511;78,2595;100,3938;80,6819;79,0282;87,5563;86,5107
2006-01-01;98,1305;104,3573;80,2448;92,3182;80,6908;79,5014;89,7371;79,4481
2006-02-01;98,1779;104,0897;79,7895;95,7439;80,6125;79,1616;89,1626;82,2944
2006-03-01;98,3898;104,0584;79,8571;98,177;80,6663;79,0056;89,1481;84,287
2006-04-01;98,6769;104,4195;80,4857;97,4069;80,7769;79,1489;89,7347;83,5341
2006-05-01;98,7052;104,1679;81,1359;98,635;80,6674;78,8258;90,3189;84,504
2006-06-01;99,0427;104,4804;81,5488;99,1107;80,8002;78,9251;90,6137;84,8389
2006-07-01;98,9804;104,1278;81,8999;100,6035;80,5962;78,517;90,8178;86,0568
2006-08-01;99,4106;104,8715;81,6627;99,7749;80,781;78,9269;90,3548;85,3019
2006-09-01;99,2207;104,9421;82,0003;96,7266;80,4523;78,8207;90,5218;82,6615
2006-10-01;99,1253;104,477;82,3802;98,6862;80,1929;78,3035;90,7336;84,3095
2006-11-01;99,0969;104,6157;81,2637;99,0933;79,9831;78,231;89,3045;84,6362
2006-12-01;100,1122;106,1347;82,5496;95,931;80,6125;79,1814;90,5271;81,9185
2007-01-01;99,7571;105,7684;80,6801;98,0079;80,1385;78,7176;88,3069;83,6772
2007-02-01;100,7275;106,1385;81,4529;104,099;80,7326;78,7966;89,0029;88,8583
2007-03-01;100,9023;106,9975;81,448;99,2424;80,6935;79,2328;88,8726;84,691
2007-04-01;101,5874;107,6745;81,6518;100,8577;81,073;79,5311;88,9995;86,0434
2007-05-01;101,6299;107,5804;82,2843;101,0478;80,955;79,2617;89,6264;86,1711
2007-06-01;101,6482;107,9279;81,8598;99,1962;80,8393;79,3242;89,1386;84,5477
2007-07-01;101,4925;107,8657;81,8289;98,1042;80,6142;79,0984;89,1209;83,561
2007-08-01;101,6874;107,5436;81,8188;102,7584;80,6999;78,6996;89,1651;87,4531
2007-09-01;101,9398;107,8581;81,944;102,8228;80,8586;78,787;89,3805;87,422
2007-10-01;101,6345;107,6656;81,6893;101,5753;80,6013;78,5272;89,1956;86,2639
2007-11-01;102,2068;108,2276;82,6433;101,6333;81,0633;78,8431;90,3342;86,2044
2007-12-01;102,2604;108,3983;83,3148;99,6761;81,1334;78,9003;91,1572;84,4279
2008-01-01;102,14;108,1864;82,913;100,9152;81,0815;78,7064;90,7883;85,3505
2008-02-01;101,7671;107,4631;83,0027;102,3322;80,8357;78,1687;90,9201;86,413
2008-03-01;101,4355;106,9946;83,4268;101,5244;80,6256;77,842;91,3748;85,5901
2008-04-01;100,7424;105,8988;83,8291;101,5533;80,1238;77,0805;91,7517;85,4693
2008-05-01;100,132;105,2536;83,6599;100,3446;79,6718;76,6618;91,434;84,3061
2008-06-01;99,8651;104,4926;84,289;101,8077;79,4693;76,1693;91,9078;85,3863
2008-07-01;99,4214;103,3676;86,4327;100,4335;79,095;75,4171;93,9345;84,0884
2008-08-01;97,8448;102,0344;85,0503;96,784;77,7872;74,5146;92,036;80,8955
2008-09-01;93,559;98,5438;75,4054;98,699;74,3062;72,0366;81,1891;82,3609
2008-10-01;94,4956;97,9065;82,002;99,3977;74,9571;71,6438;87,7941;82,8132
2008-11-01;93,2689;95,4867;83,9108;100,7505;73,8807;69,9473;89,2922;83,8143
2008-12-01;90,628;92,2717;82,3418;100,3186;71,6823;67,6658;87,0681;83,3373
2009-01-01;88,3811;89,3014;81,8679;100,2023;69,7982;65,56;86,0063;83,1312
2009-02-01;87,8412;89,2009;80,8051;97,3441;69,2778;65,5612;84,3641;80,6621
2009-03-01;86,4794;87,5837;79,0406;98,6228;68,12;64,4466;82,0308;81,6311
2009-04-01;85,7883;86,9803;77,7999;98,1842;67,5007;64,0744;80,2878;81,187
2009-05-01;84,9516;86,0917;77,5815;96,834;66,7873;63,491;79,6615;79,999
2009-06-01;84,6928;85,9072;77,3604;96,0068;66,5532;63,4266;79,1013;79,2529
2009-07-01;85,7044;87,2775;78,1695;94,7032;67,3455;64,5105;79,6754;78,1236
2009-08-01;86,6617;88,264;79,0502;95,7288;68,1236;65,3128;80,4026;78,9237
2009-09-01;87,4033;89,1596;78,7885;96,8094;68,7596;66,051;80,0418;79,7732
2009-10-01;87,6035;89,2183;78,4357;98,9722;68,9939;66,1724;79,6537;81,5165
2009-11-01;87,9559;90,1093;78,2608;95,9992;69,3689;66,9148;79,4996;79,0321
2009-12-01;88,2468;89,9699;77,5706;101,1904;69,7136;66,8961;78,8645;83,2689
2010-01-01;89,1911;90,8707;79,0851;101,6906;70,5918;67,6556;80,507;83,6433
2010-02-01;89,4972;90,795;80,4939;103,1989;70,9754;67,6955;82,0533;84,8414
2010-03-01;90,1419;91,9526;81,2843;99,7079;71,6373;68,6621;82,979;81,9267
2010-04-01;90,4591;92,6959;81,6802;96,6383;72,0473;69,3266;83,5064;79,3583
2010-05-01;91,702;93,8885;81,6146;100,6944;73,1966;70,3344;83,5398;82,6349
2010-06-01;91,8997;93,8698;81,748;102,6969;73,5082;70,44;83,7392;84,2155
2010-07-01;92,2522;94,358;82,2264;101,814;73,9324;70,9277;84,2413;83,4218
2010-08-01;92,5899;94,4798;83,4959;102,0969;74,331;71,14;85,4963;83,5761
2010-09-01;92,8564;94,5529;84,6807;102,1356;74,6547;71,3123;86,6018;83,5229
2010-10-01;92,6037;94,6133;84,8037;98,7644;74,5429;71,4701;86,5627;80,6774
2010-11-01;92,6773;94,7365;84,1202;99,9667;74,6746;71,6684;85,6486;81,5641
2010-12-01;93,5851;95,2;84,573;105,2646;75,4597;72,1157;85,8445;85,7813
2011-01-01;93,3944;95,2583;84,4324;103,0834;75,34;72,2464;85,3939;83,896
2011-02-01;92,993;95,3859;82,7265;101,271;75,0288;72,4159;83,3328;82,3122
2011-03-01;93,982;96,0053;85,7651;100,9893;75,819;72,945;86,0139;81,9718
2011-04-01;93,6525;95,457;86,291;100,5724;75,5255;72,5719;86,1322;81,5195
2011-05-01;93,7775;95,4561;87,2075;100,0402;75,5784;72,5978;86,6143;80,9723
2011-06-01;94,0467;95,5627;87,6672;101,1829;75,7276;72,6876;86,6235;81,7779
2011-07-01;94,4931;96,1116;87,1635;102,9;76,0009;73,0954;85,6791;83,0437
2011-08-01;95,0969;96,537;88,768;102,792;76,3842;73,3926;86,8027;82,8334
2011-09-01;95,0281;96,791;88,3485;100,9912;76,2147;73,5447;85,9477;81,2623
2011-10-01;95,6924;97,31;90,5077;99,6897;76,6224;73,8856;87,5984;80,0976
2011-11-01;95,6913;97,1249;91,5517;98,9341;76,4885;73,6814;88,1603;79,376
2011-12-01;96,1938;97,7691;92,3891;97,6838;76,7512;74,0981;88,5213;78,263
2012-01-01;96,779;98,609;93,6135;95,028;77,0743;74,6557;89,2482;76,0319
2012-02-01;97,0959;99,0382;93,3322;95,7124;77,1823;74,8979;88,5433;76,4814
2012-03-01;96,5919;98,4994;93,3564;94,3753;76,6382;74,406;88,1318;75,3221
2012-04-01;97,2942;98,989;93,5745;97,7476;77,0523;74,6905;87,902;77,9265
2012-05-01;97,4853;98,6364;93,8724;101,9704;77,0632;74,3404;87,7409;81,2112
2012-06-01;97,4959;98,9103;93,958;99,7745;76,9351;74,4651;87,3711;79,3921
2012-07-01;97,6922;98,6859;95,0175;101,565;76,9584;74,2181;87,8926;80,7571
2012-08-01;97,3061;98,5777;93,912;100,4154;76,5269;74,0615;86,3985;79,7958
2012-09-01;97,2383;98,3528;95,2783;98,7019;76,3502;73,8206;87,1658;78,3988
2012-10-01;97,5425;98,1464;96,8197;100,5166;76,4688;73,5976;88,0649;79,8145
2012-11-01;97,934;98,7634;97,0536;99,5041;76,6589;73,9963;87,7517;78,9943
2012-12-01;98,1984;99,4684;97,149;96,7106;76,7539;74,466;87,3028;76,769
2013-01-01;98,2029;99,235;97,3879;98,0843;76,6511;74,2398;86,9733;77,859
2013-02-01;98,6733;99,6353;98,0773;98,6762;76,9174;74,4958;87,0374;78,3331
2013-03-01;99,0788;99,5452;98,5966;102,7081;77,1389;74,3936;86,9413;81,5425
2013-04-01;98,9658;99,2111;99,4104;102,3515;76,9643;74,1182;87,1004;81,2722
2013-05-01;99,0567;99,5349;99,7274;100,1656;76,9553;74,3429;86,8232;79,55
2013-06-01;99,2424;99,7489;100,4118;99,0737;77,0265;74,4942;86,8691;78,6954
2013-07-01;98,9258;98,9536;101,7013;98,9795;76,7152;73,8994;87,447;78,631
2013-08-01;99,5059;99,8075;101,6899;98,7368;77,1048;74,5417;86,9187;78,4451
2013-09-01;100,0391;99,9011;103,4661;99,9906;77,461;74,6219;87,9242;79,4436
2013-10-01;99,9203;100,0304;101,692;101,4843;77,3148;74,7341;85,9233;80,6282
2013-11-01;100,1661;99,9961;102,4987;102,6633;77,4524;74,7301;86,1151;81,5579
2013-12-01;100,3777;99,8325;102,9208;105,2752;77,564;74,6348;85,9845;83,621
2014-01-01;99,999;98,7755;104,3277;106,1967;77,219;73,8765;86,6707;84,3367
2014-02-01;100,7583;99,6952;105,356;105,2427;77,7522;74,6036;87,0308;83,5584
2014-03-01;101,7767;100,587;107,5527;104,8045;78,4825;75,3164;88,3384;83,1864
2014-04-01;101,8425;100,5534;109,4134;101,8604;78,4738;75,3415;89,3446;80,8237
2014-05-01;102,2594;100,8479;110,6091;101,6414;78,731;75,6187;89,782;80,6222
2014-06-01;102,5986;101,1632;112,0662;99,9135;78,9229;75,9183;90,4045;79,2233
2014-07-01;102,8163;101,5934;112,7582;97,7095;79,0163;76,311;90,3874;77,4483
2014-08-01;102,6562;101,0222;113,681;98,5356;78,8163;75,9583;90,5393;78,0763
2014-09-01;102,9776;101,0361;114,3418;100,6574;78,9895;76,0515;90,495;79,7317
2014-10-01;102,9892;100,9151;114,6432;101,2978;78,9292;76,048;90,1898;80,2148
2014-11-01;103,6402;101,6026;113,9073;104,3567;79,3647;76,6577;89,1126;82,6142
2014-12-01;103,6345;101,3846;116,7117;101,3875;79,304;76,5858;90,8484;80,2435
2015-01-01;102,8239;100,8105;113,8265;102,3389;78,6338;76,2438;88,2087;80,9782
2015-02-01;102,1513;100,032;109,8392;107,6084;78,0854;75,7438;84,829;85,1299
2015-03-01;101,824;100,4078;107,9987;104,4781;77,8104;76,1133;83,1935;82,6371
2015-04-01;101,244;100,376;106,3141;101,5414;77,3473;76,1673;81,7449;80,299
2015-05-01;100,783;100,3885;103,8057;100,3241;76,9844;76,2457;79,746;79,3205
2015-06-01;100,4781;100,0235;103,0024;101,1513;76,7496;76,0259;79,1389;79,9567
2015-07-01;101,1052;100,7573;104,2028;100,4965;77,2342;76,6274;80,1404;79,419
2015-08-01;100,9442;100,4511;104,6632;100,8219;77,1213;76,4236;80,6153;79,6522
2015-09-01;100,6507;100,1636;103,1616;101,8023;76,9102;76,2201;79,6055;80,3969
2015-10-01;100,1871;100,0498;101,2167;100,3751;76,5691;76,1353;78,2632;79,2339
2015-11-01;99,4382;99,7719;99,0458;97,6934;76,0077;75,9131;76,7446;77,0748
2015-12-01;98,939;99,4977;98,2912;95,8315;75,6338;75,6829;76,3172;75,5572
2016-01-01;99,4558;99,9017;96,291;99,7439;76,0323;75,9589;74,9104;78,5833
2016-02-01;98,9136;99,532;94,237;99,4721;75,6159;75,6393;73,4447;78,302
2016-03-01;98,1907;99,4691;91,9292;95,5139;75,0559;75,5478;71,7591;75,1138
2016-04-01;98,4669;99,3031;89,8153;101,416;75,2543;75,3748;70,1998;79,6708
2016-05-01;98,2518;99,2392;89,7933;99,8792;75,0727;75,2801;70,252;78,373
2016-06-01;98,7275;99,4706;89,6526;102,7435;75,4151;75,413;70,1874;80,5205
2016-07-01;98,836;99,5109;90,1724;102,9223;75,4735;75,4077;70,6134;80,5548
2016-08-01;98,7554;99,1686;89,8053;105,0176;75,3862;75,1217;70,3197;82,0823
2016-09-01;98,6596;99,3582;89,9918;102,5537;75,2897;75,2508;70,4394;80,0454
2016-10-01;98,7322;99,5033;92,5687;99,5811;75,3271;75,3602;72,4136;77,6174
2016-11-01;98,3452;99,4315;92,044;97,0642;75,0219;75,3209;71,9497;75,5526
2016-12-01;99,0314;99,4612;91,8993;103,2641;75,5453;75,3744;71,7772;80,2726
2017-01-01;98,7987;99,6286;94,0587;97,7741;75,3784;75,5477;73,4013;75,9093
2017-02-01;98,4322;99,5415;96,2183;92,8769;75,1225;75,5441;75,0255;72,0232
2017-03-01;99,0663;99,1802;97,3884;99,949;75,6429;75,3462;75,8819;77,4239
2017-04-01;100,0082;100,2753;98,5414;99,62;76,4106;76,2674;76,7334;77,093
2017-05-01;100,1286;100,1347;99,4506;100,7589;76,5629;76,2595;77,4072;77,9056
2017-06-01;100,3233;100,1839;100,7628;100,8305;76,7832;76,4037;78,4099;77,9006
2017-07-01;100,0947;99,808;100,7442;101,4277;76,6891;76,2277;78,3943;78,311
2017-08-01;99,6642;99,614;100,0187;99,7108;76,4472;76,1918;77,8434;76,9437
2017-09-01;99,7686;99,6371;101,1584;99,3118;76,6181;76,3201;78,7494;76,6007
2017-10-01;100,9981;100,6903;102,741;101,4309;77,654;77,2349;80,0018;78,2044
2017-11-01;101,2597;100,7735;104,458;101,3781;77,9439;77,401;81,3543;78,1363
2017-12-01;101,4573;100,5329;104,4595;104,9313;78,1791;77,311;81,3612;80,8489
2018-01-01;101,3939;100,1162;104,1781;107,6681;78,206;77,0771;81,1347;82,9323
2018-02-01;101,7656;101,1392;107,0176;100,5578;78,5556;77,9413;83,3083;77,4301
2018-03-01;102,2441;101,0327;108,7512;103,7819;78,976;77,9263;84,5911;79,8849
2018-04-01;103,3468;101,7144;109,9831;107,8025;79,8677;78,511;85,4544;82,9495
2018-05-01;102,3911;100,8395;110,5986;104,3522;79,1543;77,8856;85,797;80,262
2018-06-01;103,1924;101,4846;113,0163;104,3016;79,7837;78,4262;87,488;80,1861
2018-07-01;103,3334;101,5187;114,431;103,6279;79,8874;78,4877;88,3535;79,6269
2018-08-01;104,0807;101,8438;117,4069;104,6778;80,4472;78,7695;90,3765;80,3871
2018-09-01;104,1181;101,8535;117,817;104,4398;80,4471;78,8043;90,3741;80,1533
